category,domain_name,file_name,file_urls,files,meaning,word
n.m.,uchicago_S_Hassan,dιrkākni tōn.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05345.mp3,,relationship between a younger brother's wife and an elder brother's wife,dιrkākni tōn
adj.,uchicago_S_Hassan,ḍῑs.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05346.mp3,,"a clumsy fool, one who does nothing but sit and eat",ḍῑs
adj.,uchicago_S_Hassan,dͻbʸ drāv.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05347.mp3,,"come from the wash, cleaned and returned by the washerman",dͻbʸ drāv
v.,uchicago_S_Hassan,dͻbιran.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05348.mp3,,"to bury, to hide in the ground; to bury",dͻbιran
n.m.,uchicago_S_Hassan,ḍͻcer.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05349.mp3,,"crookedness of body, humpbackedness",ḍͻcer
adj.,uchicago_S_Hassan,ḍͻḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05350.mp3,,one and a half,ḍͻḍ
v.,uchicago_S_Hassan,dͻdur aʦun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05351.mp3,,to enter decayedness,dͻdur aʦun
n.m.,uchicago_S_Hassan,dͻdι ambιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05352.mp3,,a certain kind of apple with a milky taste,dͻdι ambιr
n.f.,uchicago_S_Hassan,dͻdι beni.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05353.mp3,,"a milk-sister, the daughter of a foster-mother, a foster-sister",dͻdι beni
n.m.,uchicago_S_Hassan,dͻdι heḍur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05354.mp3,,"a milk-mushroom, a small delicate species of mushroom",dͻdι heḍur
adj.,uchicago_S_Hassan,dͻdι lōṭι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05355.mp3,,a milk-darling; a good-looking well-mannered child,dͻdι lōṭι
n.m.,uchicago_S_Hassan,dͻdι ʦoḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05356.mp3,,a large earthenware vessel for milk,dͻdι ʦoḍ
n.m.,uchicago_S_Hassan,dͻdι wǝgrι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05357.mp3,,a thick kind of rice-milk,dͻdι wǝgrι
n.f.,uchicago_S_Hassan,dͻdι wǝṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05358.mp3,,unripe Indian corn,dͻdι wǝṭ
n.f.,uchicago_S_Hassan,dͻdι zel.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05359.mp3,,the cream of clotted milk,dͻdι zel
n.m.,uchicago_S_Hassan,dͻgal batι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05360.mp3,,cooked rice with clotted lumps of rice in it,dͻgal batι
n.f.,uchicago_S_Hassan,dͻgway.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05361.mp3,,wages paid for husking grain,dͻgway
n.m.,uchicago_S_Hassan,ḍͻgι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05362.mp3,,a whitlow,ḍͻgι
adv.,uchicago_S_Hassan,dͻhlʸ gāši.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05363.mp3,,"daytime, the time from sunrise to sunset",dͻhlʸ gāši
n.f.,uchicago_S_Hassan,durgatʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05364.mp3,,"defeat, poorness",durgatʰ
adj.,uchicago_S_Hassan,dͻrlab.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05365.mp3,,difficult to get,dͻrlab
n.f.,uchicago_S_Hassan,də̄sī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05366.mp3,,"a female servant, female devotee",də̄sī
,uchicago_S_Hassan,ǝbaras tal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05367.mp3,,phrase under a cloud,ǝbaras tal
n.f.,uchicago_S_Hassan,ǝcʰ bͻcʰi.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05368.mp3,,"eye-hunger, a fictitious desire begotten at the sight of food when, owing to illness, etc",ǝcʰ bͻcʰi
n.m.,uchicago_S_Hassan,ǝcʰar bocʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05369.mp3,,"hungry for letters, one who at the time of writing misspells word",ǝcʰar bocʰ
n.m.,uchicago_S_Hassan,ǝcʰar wāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05370.mp3,,the eyelashes,ǝcʰar wāl
adv.,uchicago_S_Hassan,ǝcʰarι patι ǝcʰarι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05371.mp3,,literatim,ǝcʰarι patι ǝcʰarι
adj.,uchicago_S_Hassan,ǝcʰīṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05372.mp3,,"possessing the evil eye, jealous",ǝcʰīṭʰ
n.m.,uchicago_S_Hassan,ǝcʰur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05373.mp3,,a letter of the alphabet,ǝcʰur
n.m.,uchicago_S_Hassan,ǝcʰ lāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05374.mp3,,pupil of eye,ǝcʰ lāl
n.f.,uchicago_S_Hassan,ǝḍ hār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05375.mp3,,"half a cowry, a thing of the size or value of half a cowry",ǝḍ hār
n.m.,uchicago_S_Hassan,ǝdal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05376.mp3,,justice,ǝdal
n.m.,uchicago_S_Hassan,ǝdrakʰ monḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05377.mp3,,the lumpy root of the ginger plant,ǝdrakʰ monḍ
v.,uchicago_S_Hassan,ǝdrāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05378.mp3,,to make moist or wet,ǝdrāwun
v.,uchicago_S_Hassan,ǝdrun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05379.mp3,,to become moist,ǝdrun
n.f.,uchicago_S_Hassan,ǝdιr zǝṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05380.mp3,,"a wet rag; an old rag used for wiping off sweat, for mopping up liquids, or the like",ǝdιr zǝṭ
n.m.,uchicago_S_Hassan,ǝdιrer.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05381.mp3,,"dampness, moistness, wetness",ǝdιrer
v.,uchicago_S_Hassan,ǝhoru kaḍun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05382.mp3,,to calculate the probable result of any work by examining a portion of it at its commencement; skilfulness in such appraisement,ǝhoru kaḍun
n.m.,uchicago_S_Hassan,ə̄kʰun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05383.mp3,,teacher,ə̄kʰun
adv.,uchicago_S_Hassan,ǝtʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05384.mp3,,from that very place,ǝtʸ
n.m.,uchicago_S_Hassan,gagan.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05385.mp3,,"the atmosphere, sky",gagan
n.m.,uchicago_S_Hassan,gagar dand.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05386.mp3,,a human tooth which is very thin and sharp like that of rat,gagar dand
n.m.,uchicago_S_Hassan,gah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05387.mp3,,"shinning, brightness",gah
n.m.,uchicago_S_Hassan,gahajār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05388.mp3,,"shade, dim illumination",gahajār
v.,uchicago_S_Hassan,gahun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05389.mp3,,"to shine, be bright",gahun
n.f.,uchicago_S_Hassan,gāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05390.mp3,,a feeling of shame caused by another's actions,gāl
v.,uchicago_S_Hassan,gēlun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05391.mp3,,to ridicule,gēlun
n.m.,uchicago_S_Hassan,gālav.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05392.mp3,,place in a boat in which luggage is stored,gālav
n.m.,uchicago_S_Hassan,galdār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05393.mp3,,a grain-merchant,galdār
n.f.,uchicago_S_Hassan,galdāren.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05394.mp3,,either his wife or a female grain-merchant,galdāren
v.,uchicago_S_Hassan,gali pʰirun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05395.mp3,,to empty a jar by inverting it and pouring out the contents,gali pʰirun
adj.,uchicago_S_Hassan,galnāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05396.mp3,,"not molten, not melted, still unmelted, not reduced to a liquid form (usually of metals exposed to heat)",galnāy
n.m.,uchicago_S_Hassan,galtān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05397.mp3,,"the receptacle in which the day's receipts of a shopkeeper are deposited, the till",galtān
v.,uchicago_S_Hassan,gālun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05398.mp3,,to cause to melt,gālun
n.f.,uchicago_S_Hassan,gǝdʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05399.mp3,,"a royal palace where the king transacts business, the royal court",gǝdʸ
adj.,uchicago_S_Hassan,galιboḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05400.mp3,,one who has naturally a loud voice,galιboḍ
n.m.,uchicago_S_Hassan,galιwān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05401.mp3,,one who habitually bullies and shouts at other,galιwān
n.m.,uchicago_S_Hassan,gālιwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05402.mp3,,a destroyer,gālιwun
n.f.,uchicago_S_Hassan,galιwə̄n.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05403.mp3,,one who habitually bullies and shouts at other,galιwə̄n
v.,uchicago_S_Hassan,gāⁿgal gaʦʰin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05404.mp3,,"in the course of one piece of work, to forget about it and to become busily engaged in another work",gāⁿgal gaʦʰin
v.,uchicago_S_Hassan,gāⁿgιlāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05405.mp3,,to interrupt one when he busily engaged in some work,gāⁿgιlāwun
v.,uchicago_S_Hassan,gāⁿgιlun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05406.mp3,,to have one's attention diverted from any work,gāⁿgιlun
n.f.,uchicago_S_Hassan,gardenʸ ganḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05407.mp3,,a name given to the nape of the neck,gardenʸ ganḍ
v.,uchicago_S_Hassan,gardi gaʦʰun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05408.mp3,,to become dusty,gardi gaʦʰun
n.m.,uchicago_S_Hassan,garēbān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05409.mp3,,"a collar, the opening or neck of a garment",garēbān
adv.,uchicago_S_Hassan,gari.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05410.mp3,,"in the house, at home",gari
n.m.,uchicago_S_Hassan,garik.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05411.mp3,,"produced in a house, the family",garik
adj.,uchicago_S_Hassan,garuk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05412.mp3,,produced in a house,garuk
n.f.,uchicago_S_Hassan,gārι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05413.mp3,,"continued longing, unsatisfied even by obtaining the desired object",gārι
n.f.,uchicago_S_Hassan,gegιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05414.mp3,,the upper open part of a pair of drawers or pāy-jāmas,gegιr
n.m.,uchicago_S_Hassan,gǝjʸ ṭʰor.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05415.mp3,,the cover of traditional fire opening,gǝjʸ ṭʰor
n.f.,uchicago_S_Hassan,gǝkʰιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05416.mp3,,inarticulate noise,gǝkʰιr
n.m.,uchicago_S_Hassan,gǝkʰιrband.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05417.mp3,,inarticulate noise or shouting,gǝkʰιrband
adv.,uchicago_S_Hassan,gǝl gǝl gaʦʰun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05418.mp3,,"humiliated by abuse, shyly",gǝl gǝl gaʦʰun
v.,uchicago_S_Hassan,gǝlitʰ gaʦʰun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05419.mp3,,"to be melted, to be humble or humiliated by abuse or fear",gǝlitʰ gaʦʰun
v.,uchicago_S_Hassan,gēlun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05420.mp3,,to blame a person by making him ridiculous,gēlun
n.f.,uchicago_S_Hassan,gēlʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05421.mp3,,a thick solid beam,gēlʸ
n.f.,uchicago_S_Hassan,gelʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05422.mp3,,hitting anything by throwing a stick at it,gelʸ
v.,uchicago_S_Hassan,gilan mārin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05423.mp3,,"to turn, to flaunt or flourish one's ornaments",gilan mārin
n.f.,uchicago_S_Hassan,gilan.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05424.mp3,,turning about,gilan
n.f.,uchicago_S_Hassan,gilaṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05425.mp3,,palting (sliver or gold),gilaṭʰ
n.f.,uchicago_S_Hassan,gīdι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05426.mp3,,the excrement of a newly born child or other newly born animal,gīdι
v.,uchicago_S_Hassan,gilιwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05427.mp3,,to swindle,gilιwun
v. met.,uchicago_S_Hassan,gīr gaʦʰun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05428.mp3,,"to distress, vex, worry, harass",gīr gaʦʰun
adj.,uchicago_S_Hassan,gīrι rang.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05429.mp3,,the colour of red ochre,gīrι rang
n.m.,uchicago_S_Hassan,gōhar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05430.mp3,,"nature, essence, substance, jewel",gōhar
n.m.,uchicago_S_Hassan,gōl mōl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05431.mp3,,"confusion, jumble, mess",gōl mōl
n.m.,uchicago_S_Hassan,gol.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05432.mp3,,the inside part of the corners of the mouth,gol
n.m.,uchicago_S_Hassan,golur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05433.mp3,,a swelling of the jowl or lower part of the cheek,golur
n.m.,uchicago_S_Hassan,gōlι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05434.mp3,,"a ball, globe",gōlι
n.m.,uchicago_S_Hassan,gōr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05435.mp3,,"molasses, treacle",gōr
n.f.,uchicago_S_Hassan,gōrιbāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05436.mp3,,the wife of a family priest,gōrιbāy
n.m.,uchicago_S_Hassan,gͻgι manzul.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05437.mp3,,a child's swinging cot,gͻgι manzul
n.m.,uchicago_S_Hassan,guh.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05438.mp3,,cow-dung; buffalo-dung,guh
n.m.,uchicago_S_Hassan,guhiy ambar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05439.mp3,,"a pile of cow-dung, a dunghill",guhiy ambar
n.pl.,uchicago_S_Hassan,gujir.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05440.mp3,,pastoral tribe which roams over the hills,gujir
n.f.,uchicago_S_Hassan,gujrenʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05441.mp3,,woman of a certain pastoral tribe which roams over the hills,gujrenʸ
n.m.,uchicago_S_Hassan,gujur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05442.mp3,,a man of a certain pastoral tribe which roams over the hills,gujur
n.m.,uchicago_S_Hassan,gul miyūṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05443.mp3,,"a kiss on the forearm; or a gift fastened on the forearm of a child on the certain occasion like child birth, wedding",gul miyūṭʰ
n.m.,uchicago_S_Hassan,gulēl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05444.mp3,,a pellet-bow,gulēl
n.m.,uchicago_S_Hassan,gulnār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05445.mp3,,the flower of pomegranate,gulnār
adj.,uchicago_S_Hassan,gulnār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05446.mp3,,"very red like flower of pomegranate, crimson",gulnār
n.m.,uchicago_S_Hassan,gulubān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05447.mp3,,one who takes care of a herd of horses during pasturing,gulubān
v.,uchicago_S_Hassan,gulʸ ālιwǝn.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05448.mp3,,to pass the hands over the head and face in order to pacify,gulʸ ālιwǝn
n.f.,uchicago_S_Hassan,gūlʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05449.mp3,,a bullet,gūlʸ
n.f.,uchicago_S_Hassan,gulʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05450.mp3,,"name of a certain plant, Cichorium intybus",gulʸ
n.m.,uchicago_S_Hassan,gulι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05451.mp3,,the act of churning or beating up by hand of two liquids together,gulι
n.m.,uchicago_S_Hassan,gulι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05452.mp3,,"the forearm, the arm between the elbow and the wrist",gulι
v.,uchicago_S_Hassan,gulιwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05453.mp3,,to roll something in the mouth,gulιwun
n.m.,uchicago_S_Hassan,gurun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05454.mp3,,"a young fish, any tiny fish",gurun
n.f.,uchicago_S_Hassan,gurʸ sawə̄r.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05455.mp3,,horse ride,gurʸ sawə̄r
adj.,uchicago_S_Hassan,gιhnāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05456.mp3,,"not ground, not reduced to a fine powder",gιhnāy
v.,uchicago_S_Hassan,guh kʰonʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05457.mp3,,"to eat ordure, to utter filthy lying words",guh kʰonʸ
n.m.,uchicago_S_Hassan,zen huv.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05458.mp3,,wet like mud,zen huv
n.m.,uchicago_S_Hassan,guhistān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05459.mp3,,the anus,guhistān
n.m.,uchicago_S_Hassan,gol.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05460.mp3,,"the mouth of a jar, opening of a bag, entrance to a cave",gol
n.m.,uchicago_S_Hassan,gͻlāb ə̄rakʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05461.mp3,,rose=water,gͻlāb ə̄rakʰ
n.m.,uchicago_S_Hassan,gͻlālι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05462.mp3,,"the red poppy, Papaver rhœas",gͻlālι
n.m.,uchicago_S_Hassan,gͻlur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05463.mp3,,the shell or skin of a walnut,gͻlur
adj.,uchicago_S_Hassan,gͻlə̄b.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05464.mp3,,"of the colour of a rose, rosecoloured, rosy, pink",gͻlə̄b
n.m.,uchicago_S_Hassan,gͻrdə̄l.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05465.mp3,,"name of a certain fruit, a small apricot",gͻrdə̄l
adj.,uchicago_S_Hassan,gə̄r wǝjib.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05466.mp3,,"improper, unreasonable, unjust, wrong",gə̄r wǝjib
adj.,uchicago_S_Hassan,gə̄rʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05467.mp3,,"other, different, strange, foreign",gə̄rʸ
v.,uchicago_S_Hassan,gə̄rι trāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05468.mp3,,"to encompass, surround, walk round",gə̄rι trāwun
interj.,uchicago_S_Hassan,hā.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05469.mp3,,"This interj. is generally used in calling a male person at a distance, or in sorrow",hā
n.,uchicago_S_Hassan,hab.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05470.mp3,,"one grain, one berry, one seed",hab
adj.,uchicago_S_Hassan,hacuv.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05471.mp3,,"made of wood, wooden",hacuv
n.m.,uchicago_S_Hassan,hajer.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05472.mp3,,crookedness (in shape) of any thing,hajer
n.m.,uchicago_S_Hassan,hakʰur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05473.mp3,,"an ox, bull, bullock",hakʰur
n.f.,uchicago_S_Hassan,hakīmī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05474.mp3,,"the practice of medicine, the profession of a doctor",hakīmī
v.,uchicago_S_Hassan,hakmι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05475.mp3,,without cause angrily to engage in a quarrel,hakmι
n.f.,uchicago_S_Hassan,hakmιdə̄ri.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05476.mp3,,causeless quarrelling,hakmιdə̄ri
n.m.,uchicago_S_Hassan,hākι bodι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05477.mp3,,a small collection of green leafy vegetable (bunch),hākι bodι
n.f.,uchicago_S_Hassan,hakιc.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05478.mp3,,"a certain game, generally played by two young women",hakιc
n.m.,uchicago_S_Hassan,hal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05479.mp3,,"striving, straining, efforts",hal
v.,uchicago_S_Hassan,halam dārun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05480.mp3,,with great humility to make a request for something to be done,halam dārun
v.,uchicago_S_Hassan,halam də̄ritʰ yun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05481.mp3,,"to come and make such a request, to approach with a humble petition",halam də̄ritʰ yun
n.m.,uchicago_S_Hassan,halam.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05482.mp3,,the front skirt of the phĕran,halam
adv.,uchicago_S_Hassan,hālay.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05483.mp3,,"just now, even now",hālay
n.m.,uchicago_S_Hassan,halēlι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05484.mp3,,"yellow myrobalan, Terminalia chebula",halēlι
adj.,uchicago_S_Hassan,hāli hə̄rān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05485.mp3,,"in a state of confusion, perplexed, distracted, harassed",hāli hə̄rān
v.,uchicago_S_Hassan,halun aʦun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05486.mp3,,"to enter labour pains, to begin to be in labour",halun aʦun
v.,uchicago_S_Hassan,halun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05487.mp3,,"labour to begin, the labour pains or straining to commence",halun
n.m.,uchicago_S_Hassan,han han.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05488.mp3,,"every part, every fragment",han han
n.m.,uchicago_S_Hassan,han.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05489.mp3,,"a part, a fragment",han
n.m.,uchicago_S_Hassan,hān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05490.mp3,,"loss, harm, damage",hān
adj.,uchicago_S_Hassan,hanḍə̄l.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05491.mp3,,"a badly conducted woman, an unchaste woman",hanḍə̄l
adv.,uchicago_S_Hassan,hani hani.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05492.mp3,,"bit by bit, little by little",hani hani
n.f.,uchicago_S_Hassan,hāⁿkal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05493.mp3,,a door-chain,hāⁿkal
v.,uchicago_S_Hassan,hānun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05494.mp3,,"to become very cold, to be thoroughly chilled",hānun
prvb.,uchicago_S_Hassan,hapatʰ yāraz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05495.mp3,,friendship that does harm,hapatʰ yāraz
n.m.,uchicago_S_Hassan,hapatʰgī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05496.mp3,,"conduct like that of a bear, fierce, pugnacious, and savage",hapatʰgī
n.m.,uchicago_S_Hassan,hapʰ rang.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05497.mp3,,"the colour of a corpse, the appearance of a corpse",hapʰ rang
n.f.,uchicago_S_Hassan,hapʰ ʦʰaṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05498.mp3,,"the appearance of a person in a faint, or suffering from severe fatigue or disease",hapʰ ʦʰaṭ
n.m.,uchicago_S_Hassan,hapʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05499.mp3,,"a human corpse, a dead body",hapʰ
v.,uchicago_S_Hassan,hapōymut.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05500.mp3,,"exhausted, worn out",hapōymut
v.,uchicago_S_Hassan,hapun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05501.mp3,,"to become exhausted or worn out by delaying, or by hunger when there is great delay in the service of food",hapun
n.m.,uchicago_S_Hassan,hapʸ hāyun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05502.mp3,,"a famine, a scarcity",hapʸ hāyun
n.m.,uchicago_S_Hassan,hār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05503.mp3,,a necklace,hār
adj.,uchicago_S_Hassan,hār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05504.mp3,,anything of small value,hār
n.,uchicago_S_Hassan,hardι pōš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05505.mp3,,"the name of a certain plant described as blooming in the autumn, having a strong scent, with flowers of nearly every colour",hardι pōš
n.m.,uchicago_S_Hassan,harsιgor.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05506.mp3,,a seller of hǝrsι,harsιgor
interj.,uchicago_S_Hassan,hay.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05507.mp3,,alas for,hay
interj.,uchicago_S_Hassan,hay.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05508.mp3,,"O, addressed to a woman",hay
interj. interj.,uchicago_S_Hassan,hē.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/05509.mp3,,"of respect, used by a man to a man",hē
